ISU,KURS,DATE_START,DATE_END,PRIZNAK,MAIN_PLAN
7788282812302338113,2,2019-12-30,2020-08-31 00:00:00,обучен,7653827751193691771
7788282812302338113,3,2020-09-01,2020-11-01 00:00:00,обучен,7653827751193691771
7788282812302338113,3,2020-11-02,2021-08-31 00:00:00,академ,7653827751193691771
115499488332990727,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
115499488332990727,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
115499488332990727,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
936969948994647298,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
936969948994647298,2,2019-09-01,2019-12-29 00:00:00,обучен,7653827751193691771
936969948994647298,2,2019-12-30,2020-08-31 00:00:00,обучен,7653827751193691771
936969948994647298,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
10238515150133988634,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
10238515150133988634,2,2019-09-01,2019-12-29 00:00:00,обучен,7653827751193691771
10238515150133988634,2,2019-12-30,2020-08-31 00:00:00,обучен,7653827751193691771
10238515150133988634,3,2020-09-01,2020-12-30 00:00:00,обучен,7653827751193691771
10238515150133988634,3,2020-12-31,2021-08-31 00:00:00,обучен,7653827751193691771
11974483227350386213,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
11974483227350386213,2,2019-09-01,2019-10-16 00:00:00,обучен,7653827751193691771
11193028761947058453,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
11193028761947058453,2,2019-09-01,2019-12-29 00:00:00,обучен,7653827751193691771
11193028761947058453,2,2019-12-30,2020-08-31 00:00:00,обучен,7653827751193691771
11193028761947058453,3,2020-09-01,2020-11-05 00:00:00,обучен,7653827751193691771
11193028761947058453,3,2020-11-06,2021-08-31 00:00:00,академ,7653827751193691771
16689076311243262828,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
16689076311243262828,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
16689076311243262828,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
1306682565127164434,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
1306682565127164434,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
1306682565127164434,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
11025898634737904370,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
11025898634737904370,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
11025898634737904370,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
510032701760217980,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
510032701760217980,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
510032701760217980,3,2020-09-01,2021-02-07 00:00:00,обучен,7653827751193691771
510032701760217980,3,2021-02-08,2021-08-31 00:00:00,обучен,7653827751193691771
17093748826280511369,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
17093748826280511369,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
17093748826280511369,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
2762288911707162711,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
2762288911707162711,2,2019-09-01,2019-10-24 00:00:00,обучен,7653827751193691771
10257108042588981789,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
10257108042588981789,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
10257108042588981789,3,2020-09-01,2021-02-07 00:00:00,обучен,7653827751193691771
10257108042588981789,3,2021-02-08,2021-08-31 00:00:00,обучен,7653827751193691771
14901201437236003474,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
14901201437236003474,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
14901201437236003474,3,2020-09-01,2021-02-07 00:00:00,обучен,7653827751193691771
14901201437236003474,3,2021-02-08,2021-08-31 00:00:00,обучен,7653827751193691771
14901201437236003474,4,2021-09-01,2021-12-19 00:00:00,,7653827751193691771
10034805454890710783,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
10034805454890710783,2,2019-09-01,2020-08-31 00:00:00,обучен,7653827751193691771
10034805454890710783,3,2020-09-01,2021-02-07 00:00:00,обучен,7653827751193691771
10034805454890710783,3,2021-02-08,2021-08-31 00:00:00,обучен,7653827751193691771
12961282052690771567,1,2018-09-01,2019-08-31 00:00:00,обучен,7653827751193691771
12961282052690771567,2,2019-09-01,2019-12-29 00:00:00,обучен,7653827751193691771
12961282052690771567,2,2019-12-30,2020-08-31 00:00:00,обучен,7653827751193691771
12961282052690771567,3,2020-09-01,2021-08-31 00:00:00,обучен,7653827751193691771
8846631857908746688,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
8846631857908746688,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
8846631857908746688,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
10938692983857379075,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
10938692983857379075,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
10938692983857379075,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
3882645497680131625,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
3882645497680131625,2,2019-09-01,2019-11-04 00:00:00,обучен,3299769316445740287
9055505593208764016,1,2018-09-01,2019-04-11 00:00:00,обучен,3299769316445740287
9055505593208764016,1,2019-04-12,2019-08-31 00:00:00,отчисл,3299769316445740287
9055505593208764016,1,2019-09-01,2019-09-01 00:00:00,обучен,13158368428887312061
9055505593208764016,1,2019-09-02,2020-04-23 00:00:00,обучен,13158368428887312061
2814268567198497612,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
2814268567198497612,2,2019-09-01,2019-12-29 00:00:00,обучен,3299769316445740287
2814268567198497612,2,2019-12-30,2020-08-31 00:00:00,обучен,3299769316445740287
2814268567198497612,3,2020-09-01,2020-12-30 00:00:00,обучен,3299769316445740287
2814268567198497612,3,2020-12-31,2021-08-31 00:00:00,обучен,3299769316445740287
2814268567198497612,4,2021-09-01,2021-10-14 00:00:00,,3299769316445740287
5964776516463639477,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
5964776516463639477,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
5964776516463639477,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
9889950840944289260,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
9889950840944289260,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
9889950840944289260,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
14378353972113299018,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
14378353972113299018,2,2019-09-01,2019-10-28 00:00:00,обучен,3299769316445740287
3652317763028772758,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
3652317763028772758,2,2019-09-01,2019-12-29 00:00:00,обучен,3299769316445740287
3652317763028772758,2,2019-12-30,2020-08-31 00:00:00,обучен,3299769316445740287
3652317763028772758,3,2020-09-01,2021-03-17 00:00:00,обучен,3299769316445740287
3652317763028772758,3,2021-03-18,2021-08-31 00:00:00,академ,3299769316445740287
16885196146739119559,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
16885196146739119559,2,2019-09-01,2019-12-29 00:00:00,обучен,3299769316445740287
16885196146739119559,2,2019-12-30,2020-08-31 00:00:00,обучен,3299769316445740287
16885196146739119559,3,2020-09-01,2020-11-08 00:00:00,обучен,3299769316445740287
6203343399066922445,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
6203343399066922445,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
6203343399066922445,3,2020-09-01,2020-12-30 00:00:00,обучен,3299769316445740287
6203343399066922445,3,2020-12-31,2021-08-31 00:00:00,обучен,3299769316445740287
3855211629723530457,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
3855211629723530457,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
3855211629723530457,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
7764203593182148003,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
7764203593182148003,2,2019-09-01,2019-12-29 00:00:00,обучен,3299769316445740287
7764203593182148003,2,2019-12-30,2020-08-31 00:00:00,обучен,3299769316445740287
7764203593182148003,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
931491080587870131,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
931491080587870131,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
931491080587870131,3,2020-09-01,2020-09-02 00:00:00,обучен,3299769316445740287
931491080587870131,3,2020-09-03,2021-08-31 00:00:00,обучен,3299769316445740287
14430640115898090947,1,2018-09-01,2019-08-31 00:00:00,обучен,3299769316445740287
14430640115898090947,2,2019-09-01,2020-08-31 00:00:00,обучен,3299769316445740287
14430640115898090947,3,2020-09-01,2021-08-31 00:00:00,обучен,3299769316445740287
10620050513407283338,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
10620050513407283338,2,2019-09-01,2020-08-31 00:00:00,обучен,5746146425982766785
10620050513407283338,3,2020-09-01,2021-08-31 00:00:00,обучен,5746146425982766785
18373153791170651585,1,2018-09-01,2019-02-04 00:00:00,обучен,5746146425982766785
12855382216989521734,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
12855382216989521734,2,2019-09-01,2020-01-06 00:00:00,обучен,5746146425982766785
12855382216989521734,2,2020-01-07,2020-05-21 00:00:00,обучен,5746146425982766785
12855382216989521734,2,2020-05-22,2020-08-31 00:00:00,обучен,4991128009137911959
12855382216989521734,3,2020-09-01,2020-09-02 00:00:00,обучен,4991128009137911959
12855382216989521734,3,2020-09-03,2020-12-17 00:00:00,обучен,4991128009137911959
12855382216989521734,3,2020-12-18,2020-12-30 00:00:00,обучен,4991128009137911959
12855382216989521734,3,2020-12-31,2021-08-31 00:00:00,обучен,4991128009137911959
6828715645810804732,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
6828715645810804732,2,2019-09-01,2019-12-29 00:00:00,обучен,5746146425982766785
6828715645810804732,2,2019-12-30,2020-08-31 00:00:00,обучен,5746146425982766785
6828715645810804732,3,2020-09-01,2020-12-30 00:00:00,обучен,5746146425982766785
6828715645810804732,3,2020-12-31,2021-08-31 00:00:00,обучен,5746146425982766785
14050464661047216178,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
14050464661047216178,2,2019-09-01,2020-08-31 00:00:00,обучен,5746146425982766785
14050464661047216178,3,2020-09-01,2020-12-30 00:00:00,обучен,5746146425982766785
14050464661047216178,3,2020-12-31,2021-08-31 00:00:00,обучен,5746146425982766785
14050464661047216178,4,2021-09-01,2021-10-20 00:00:00,,5746146425982766785
7694715603611097674,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
7694715603611097674,2,2019-09-01,2019-12-29 00:00:00,обучен,5746146425982766785
7694715603611097674,2,2019-12-30,2020-08-31 00:00:00,обучен,5746146425982766785
7694715603611097674,3,2020-09-01,2021-08-31 00:00:00,обучен,5746146425982766785
8130980692596959076,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
8130980692596959076,2,2019-09-01,2019-12-29 00:00:00,обучен,5746146425982766785
8130980692596959076,2,2019-12-30,2020-08-31 00:00:00,обучен,5746146425982766785
8130980692596959076,3,2020-09-01,2020-12-30 00:00:00,обучен,5746146425982766785
8130980692596959076,3,2020-12-31,2021-08-31 00:00:00,обучен,5746146425982766785
7497056867749989261,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
7497056867749989261,2,2019-09-01,2020-08-31 00:00:00,обучен,5746146425982766785
7497056867749989261,3,2020-09-01,2021-08-31 00:00:00,обучен,5746146425982766785
14749555657842463611,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
14749555657842463611,2,2019-09-01,2019-12-29 00:00:00,обучен,5746146425982766785
14749555657842463611,2,2019-12-30,2020-08-31 00:00:00,обучен,5746146425982766785
14749555657842463611,3,2020-09-01,2021-08-31 00:00:00,обучен,5746146425982766785
12627796247131765801,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
12627796247131765801,2,2019-09-01,2019-10-30 00:00:00,обучен,5746146425982766785
12627796247131765801,2,2019-10-31,2020-08-31 00:00:00,академ,5746146425982766785
12627796247131765801,2,2020-09-01,2020-12-13 00:00:00,обучен,7697097018886390709
4546226303852362229,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
4546226303852362229,2,2019-09-01,2019-12-29 00:00:00,обучен,5746146425982766785
4546226303852362229,2,2019-12-30,2020-08-31 00:00:00,обучен,5746146425982766785
4546226303852362229,3,2020-09-01,2021-08-31 00:00:00,обучен,5746146425982766785
3815472246461091671,1,2018-09-01,2019-08-31 00:00:00,обучен,5746146425982766785
3815472246461091671,2,2019-09-01,2019-12-29 00:00:00,обучен,5746146425982766785
3815472246461091671,2,2019-12-30,2020-08-31 00:00:00,обучен,5746146425982766785
3815472246461091671,3,2020-09-01,2021-08-31 00:00:00,обучен,5746146425982766785
473956536741319130,1,2018-09-01,2019-08-31 00:00:00,обучен,12865915672479985300
473956536741319130,2,2019-09-01,2020-08-31 00:00:00,обучен,12865915672479985300
473956536741319130,3,2020-09-01,2021-08-31 00:00:00,обучен,12865915672479985300
1097461108839633477,1,2018-09-01,2019-01-27 00:00:00,обучен,12865915672479985300
1097461108839633477,1,2019-01-28,2019-09-22 00:00:00,академ,12865915672479985300
1097461108839633477,1,2019-09-23,2019-09-23 00:00:00,обучен,12865915672479985300
1097461108839633477,1,2019-09-24,2019-12-18 00:00:00,обучен,2664839442965321101
11531613027303408587,1,2018-09-01,2019-08-31 00:00:00,обучен,12865915672479985300
11531613027303408587,2,2019-09-01,2019-09-01 00:00:00,обучен,12865915672479985300
11531613027303408587,2,2019-09-02,2019-12-29 00:00:00,обучен,12865915672479985300
11531613027303408587,2,2019-12-30,2020-08-31 00:00:00,обучен,12865915672479985300
11531613027303408587,3,2020-09-01,2021-08-31 00:00:00,обучен,12865915672479985300
11809685716136587956,1,2018-09-01,2019-08-31 00:00:00,обучен,12865915672479985300
11809685716136587956,2,2019-09-01,2020-08-31 00:00:00,обучен,12865915672479985300
11809685716136587956,3,2020-09-01,2021-03-22 00:00:00,обучен,12865915672479985300
5826931478112956103,1,2018-09-01,2019-08-31 00:00:00,обучен,5838649026955586658
5826931478112956103,2,2019-09-01,2020-08-31 00:00:00,обучен,5838649026955586658
5826931478112956103,3,2020-09-01,2021-08-31 00:00:00,обучен,5838649026955586658
609161846041835007,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
609161846041835007,2,2019-09-01,2019-12-29 00:00:00,обучен,11686819870063525140
609161846041835007,2,2019-12-30,2020-08-31 00:00:00,обучен,11686819870063525140
609161846041835007,3,2020-09-01,2021-04-07 00:00:00,обучен,11686819870063525140
609161846041835007,3,2021-04-08,2021-08-31 00:00:00,отчисл,11686819870063525140
12463518030757562388,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
12463518030757562388,2,2019-09-01,2020-08-31 00:00:00,обучен,11686819870063525140
12463518030757562388,3,2020-09-01,2020-12-30 00:00:00,обучен,11686819870063525140
12463518030757562388,3,2020-12-31,2021-08-31 00:00:00,обучен,11686819870063525140
14608111278530123021,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
14608111278530123021,2,2019-09-01,2020-08-31 00:00:00,обучен,11686819870063525140
14608111278530123021,3,2020-09-01,2021-08-31 00:00:00,обучен,11686819870063525140
3264412230846229387,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
3264412230846229387,2,2019-09-01,2020-08-31 00:00:00,обучен,11686819870063525140
3264412230846229387,3,2020-09-01,2021-08-31 00:00:00,обучен,11686819870063525140
4189656064555061608,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
4189656064555061608,2,2019-09-01,2019-12-29 00:00:00,обучен,11686819870063525140
4189656064555061608,2,2019-12-30,2020-04-27 00:00:00,обучен,11686819870063525140
4189656064555061608,2,2020-04-28,2020-08-31 00:00:00,академ,11686819870063525140
4189656064555061608,2,2020-09-01,2020-09-01 00:00:00,обучен,11686819870063525140
4189656064555061608,2,2020-09-02,2020-09-02 00:00:00,обучен,7233366611242995406
4189656064555061608,2,2020-09-03,2021-08-08 00:00:00,обучен,7233366611242995406
11648685009598198720,1,2018-09-01,2019-05-21 00:00:00,обучен,11686819870063525140
11042056572334470148,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
11042056572334470148,2,2019-09-01,2020-08-31 00:00:00,обучен,11686819870063525140
11042056572334470148,3,2020-09-01,2021-08-31 00:00:00,обучен,11686819870063525140
1216333085767638522,1,2018-09-01,2019-08-31 00:00:00,обучен,11686819870063525140
1216333085767638522,2,2019-09-01,2020-05-31 00:00:00,обучен,11686819870063525140
1216333085767638522,2,2020-06-01,2020-08-31 00:00:00,отчисл,11686819870063525140
1216333085767638522,2,2020-09-01,2021-08-31 00:00:00,обучен,7233366611242995406
2115918931805183544,1,2018-09-01,2019-04-15 00:00:00,обучен,11686819870063525140
6020830393578389271,1,2018-09-01,2019-08-31 00:00:00,обучен,2906080208377058300
6020830393578389271,2,2019-09-01,2020-08-31 00:00:00,обучен,2906080208377058300
6020830393578389271,3,2020-09-01,2021-08-31 00:00:00,обучен,2906080208377058300
6852984911337554562,1,2018-09-01,2019-08-31 00:00:00,обучен,11431212469680648930
6852984911337554562,2,2019-09-01,2019-10-22 00:00:00,обучен,11431212469680648930
6852984911337554562,2,2019-10-23,2020-08-31 00:00:00,академ,11431212469680648930
6852984911337554562,2,2020-09-01,2020-09-01 00:00:00,обучен,11431212469680648930
6852984911337554562,2,2020-09-02,2021-01-17 00:00:00,обучен,2231657508442707172
9629567678433279733,1,2018-09-01,2018-09-01 00:00:00,обучен,8026887344297613365
9629567678433279733,1,2018-09-02,2019-08-31 00:00:00,обучен,8026887344297613365
9629567678433279733,2,2019-09-01,2020-08-31 00:00:00,обучен,8026887344297613365
9629567678433279733,3,2020-09-01,2021-08-31 00:00:00,обучен,8026887344297613365
17254311589642905062,1,2018-09-01,2019-08-31 00:00:00,обучен,7957637700754787301
17254311589642905062,2,2019-09-01,2020-08-31 00:00:00,обучен,7957637700754787301
17254311589642905062,3,2020-09-01,2021-08-31 00:00:00,обучен,7957637700754787301
13526997662096888844,1,2018-09-01,2019-08-31 00:00:00,обучен,7096313383484785576
13526997662096888844,2,2019-09-01,2020-08-31 00:00:00,обучен,7096313383484785576
13526997662096888844,3,2020-09-01,2021-08-31 00:00:00,обучен,7096313383484785576
8665379317795405393,1,2018-09-01,2019-08-31 00:00:00,обучен,2694018410011063783
8665379317795405393,2,2019-09-01,2020-08-31 00:00:00,обучен,2694018410011063783
8665379317795405393,3,2020-09-01,2021-08-31 00:00:00,обучен,2694018410011063783
17200563627590476795,1,2018-09-01,2019-08-31 00:00:00,обучен,2694018410011063783
17200563627590476795,2,2019-09-01,2019-10-01 00:00:00,обучен,2694018410011063783
3203044519465998416,1,2018-09-01,2019-08-31 00:00:00,обучен,9328733139165468860
3203044519465998416,2,2019-09-01,2019-11-04 00:00:00,обучен,9328733139165468860
3203044519465998416,2,2019-11-05,2020-08-31 00:00:00,академ,9328733139165468860
3203044519465998416,2,2020-09-01,2020-09-01 00:00:00,обучен,9328733139165468860
3203044519465998416,2,2020-09-02,2021-03-31 00:00:00,обучен,6167426767959572306
3203044519465998416,2,2021-04-01,2021-08-31 00:00:00,отчисл,6167426767959572306
9458428807619820092,1,2018-09-01,2019-06-30 00:00:00,обучен,7083752460921077398
5801233048111185495,1,2018-09-01,2019-08-31 00:00:00,обучен,7083752460921077398
5801233048111185495,2,2019-09-01,2020-08-31 00:00:00,обучен,7083752460921077398
5801233048111185495,3,2020-09-01,2020-09-01 00:00:00,обучен,7083752460921077398
5801233048111185495,3,2020-09-02,2021-08-31 00:00:00,обучен,9328733139165468860
15061172379876439735,1,2018-09-01,2019-08-31 00:00:00,обучен,7083752460921077398
15061172379876439735,2,2019-09-01,2020-08-31 00:00:00,обучен,7083752460921077398
15061172379876439735,3,2020-09-01,2020-09-01 00:00:00,обучен,7083752460921077398
15061172379876439735,3,2020-09-02,2021-08-31 00:00:00,обучен,9328733139165468860
17173634543095047146,1,2018-09-01,2019-08-31 00:00:00,обучен,16505058828351853107
17173634543095047146,2,2019-09-01,2020-08-31 00:00:00,обучен,16505058828351853107
17173634543095047146,3,2020-09-01,2021-08-31 00:00:00,обучен,16505058828351853107
104690539594335630,1,2018-09-01,2019-08-31 00:00:00,обучен,16505058828351853107
104690539594335630,2,2019-09-01,2020-08-31 00:00:00,обучен,16505058828351853107
104690539594335630,3,2020-09-01,2021-08-31 00:00:00,обучен,16505058828351853107
12355161601889130955,1,2018-09-01,2019-07-28 00:00:00,обучен,16505058828351853107
12355161601889130955,1,2019-07-29,2019-08-31 00:00:00,отчисл,16505058828351853107
12355161601889130955,1,2019-09-01,2020-04-23 00:00:00,обучен,13769961885590630601
12355161601889130955,1,2020-04-24,2020-08-31 00:00:00,отчисл,13769961885590630601
12355161601889130955,1,2020-09-01,2021-04-11 00:00:00,обучен,4867048116161258017
16018311130914776841,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
16018311130914776841,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
16018311130914776841,3,2020-09-01,2020-09-02 00:00:00,обучен,4175810674303916935
16018311130914776841,3,2020-09-03,2021-08-31 00:00:00,обучен,4175810674303916935
5117043664776232445,1,2018-09-01,2019-02-03 00:00:00,обучен,4175810674303916935
5117043664776232445,1,2019-02-04,2019-08-31 00:00:00,обучен,5495755927943410871
5117043664776232445,2,2019-09-01,2019-12-29 00:00:00,обучен,5495755927943410871
5117043664776232445,2,2019-12-30,2020-08-31 00:00:00,обучен,5495755927943410871
5117043664776232445,3,2020-09-01,2020-12-30 00:00:00,обучен,5495755927943410871
5117043664776232445,3,2020-12-31,2021-05-18 00:00:00,обучен,5495755927943410871
5117043664776232445,3,2021-05-19,2021-08-31 00:00:00,академ,5495755927943410871
5117043664776232445,3,2021-09-01,2021-09-01 00:00:00,,5495755927943410871
5162871575798444067,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
5162871575798444067,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
5162871575798444067,3,2020-09-01,2021-02-07 00:00:00,обучен,4175810674303916935
5162871575798444067,3,2021-02-08,2021-03-23 00:00:00,обучен,4175810674303916935
5162871575798444067,3,2021-03-24,2021-08-31 00:00:00,обучен,4175810674303916935
15693315224739339483,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
15693315224739339483,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
15693315224739339483,3,2020-09-01,2021-08-31 00:00:00,обучен,4175810674303916935
4154045368854424420,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
4154045368854424420,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
4154045368854424420,3,2020-09-01,2021-08-31 00:00:00,обучен,4175810674303916935
4608442340596064558,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
4608442340596064558,2,2019-09-01,2019-12-29 00:00:00,обучен,4175810674303916935
4608442340596064558,2,2019-12-30,2020-02-11 00:00:00,обучен,4175810674303916935
4608442340596064558,2,2020-02-12,2020-08-31 00:00:00,отчисл,4175810674303916935
4608442340596064558,2,2020-09-01,2021-08-31 00:00:00,обучен,8676222317406170631
4608442340596064558,3,2021-09-01,2022-02-06 00:00:00,,8676222317406170631
3063195959180520234,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
3063195959180520234,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
3063195959180520234,3,2020-09-01,2021-02-07 00:00:00,обучен,4175810674303916935
3063195959180520234,3,2021-02-08,2021-08-31 00:00:00,обучен,4175810674303916935
16703789160465055339,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
16703789160465055339,2,2019-09-01,2020-08-10 00:00:00,обучен,4175810674303916935
16703789160465055339,2,2020-08-11,2021-01-31 00:00:00,академ,4175810674303916935
16703789160465055339,2,2021-02-01,2021-02-07 00:00:00,обучен,4175810674303916935
16703789160465055339,2,2021-02-08,2021-08-31 00:00:00,обучен,8676222317406170631
16703789160465055339,3,2021-09-01,2022-02-06 00:00:00,,8676222317406170631
3296617470786137401,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
3296617470786137401,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
3296617470786137401,3,2020-09-01,2021-08-31 00:00:00,обучен,4175810674303916935
3085334893704669678,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
3085334893704669678,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
3085334893704669678,3,2020-09-01,2020-09-02 00:00:00,обучен,4175810674303916935
3085334893704669678,3,2020-09-03,2020-12-06 00:00:00,обучен,4175810674303916935
3085334893704669678,3,2020-12-07,2021-08-31 00:00:00,академ,4175810674303916935
3085334893704669678,3,2021-09-01,2021-09-01 00:00:00,,4175810674303916935
3085334893704669678,3,2021-09-02,2022-02-06 00:00:00,,8676222317406170631
5305362538754594165,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
5305362538754594165,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
5305362538754594165,3,2020-09-01,2021-08-31 00:00:00,обучен,4175810674303916935
17346453322548542489,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
17346453322548542489,2,2019-09-01,2019-11-04 00:00:00,обучен,4175810674303916935
1284482248988906485,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
1284482248988906485,2,2019-09-01,2020-02-04 00:00:00,обучен,4175810674303916935
1284482248988906485,2,2020-02-05,2020-08-31 00:00:00,обучен,11686819870063525140
1284482248988906485,3,2020-09-01,2020-12-30 00:00:00,обучен,11686819870063525140
1284482248988906485,3,2020-12-31,2021-08-31 00:00:00,обучен,11686819870063525140
12529258623687578634,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
12529258623687578634,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
12529258623687578634,3,2020-09-01,2020-09-02 00:00:00,обучен,4175810674303916935
12529258623687578634,3,2020-09-03,2021-08-31 00:00:00,обучен,4175810674303916935
16738838394809628306,1,2018-09-01,2019-08-31 00:00:00,обучен,4175810674303916935
16738838394809628306,2,2019-09-01,2020-08-31 00:00:00,обучен,4175810674303916935
16738838394809628306,3,2020-09-01,2020-09-02 00:00:00,обучен,4175810674303916935
16738838394809628306,3,2020-09-03,2021-08-31 00:00:00,обучен,4175810674303916935
14768045585957907492,1,2018-09-01,2019-08-31 00:00:00,обучен,4079707055570321398
14768045585957907492,2,2019-09-01,2020-03-18 00:00:00,обучен,4079707055570321398
14768045585957907492,2,2020-03-19,2020-08-31 00:00:00,академ,4079707055570321398
14768045585957907492,2,2020-09-01,2020-09-01 00:00:00,обучен,4079707055570321398
14768045585957907492,2,2020-09-02,2021-04-11 00:00:00,обучен,2074060757145889803
9160673041518600741,1,2018-09-01,2019-02-10 00:00:00,обучен,4079707055570321398
5086909155844519992,1,2018-09-01,2019-08-31 00:00:00,обучен,4079707055570321398
5086909155844519992,2,2019-09-01,2019-09-01 00:00:00,обучен,4079707055570321398
